country,total_factories,aquaculture by-products,fishery by-products,misc by-products,whole,Alaska Pollack,Albacore Tuna,Anchoveta,Anchovy,Anglerfish,Araucanian Herring,Araucanian herring,Atlantic Cod,Atlantic Mackerel,Atlantic Salmon,Atlantic chub mackerel,Atlantic herring,Atlantic salmon,Baltic Sprat,Barramundi,Barriga Juma,Beaked Redfish,Bigeye Tuna,Bigeye scad,Black Sea Anchovy,Black scabbardfish,Black seabream,Black skipjack,Blue Ling,Blue Whiting,Blue whiting,Bluefin Tuna,Blunt-nose lizardfish,Boarfish,Bocona sardine,Bonga shad,Bullet Tuna,Calanus zooplankton,Californian Pilchard,Capelin,Catfish,Charro sardine,Chile Coho salmon,Chile Rainbow trout,Chilean Anchovy,Chilean Jack Mackerel,Chilean Sardine,Chilean anchovy,Chilean jack mackerel,Chilean sardine,Chub Mackerel,Chub mackerel,Chum salmon,Cod,Coho salmon,Common dolphinfish,Crab,Deepwater Redfish,Drums,European Anchovy,European Hake,European Pilchard,European anchovy,European hake,European pilchard,European sardine,Flat sardinella,Flounder,Frigate Tuna,Fringescale sardinella,Giant tiger prawn,Gold band fusilier,Grass Crap,Greater Weever,Greater lizardfish,Greenland Halibut,Greenland halibut,Gulf menhaden,Haddock,Hake,Halibut,Herring,Hoki,Horse Mackerel,Horse mackerel,Indian Mackerel,Indian Oil Sardine,Indian oil sardine,Jack Mackerel,Jack mackerel,Jack mackerel/jurel,Japanese Pilchard,Japanese Scad,Japanese Thread Fin Fish,Japanese amberjack / yellowtail / buri,Japanese pilchard,Japanese sardine,John Dory,Kawakawa,King Salmon,Krill,Largehead hairtail,Lemon Sole,Lemon sole,Lemuru,Lesser Sardine,Lesser-Spotted Dogfish,Ling,Lizardfish,Longfin Mojarra,Longfin Tuna,Longnose anchovy,Longtail Tuna,Mackerel,Madeiran sardinella,Makerel,Megrim,Menhaden,Monterrey sardine,Mud Carp,Nile Tilapia,Norway Pout,Norway pout,Norway silvery cod,Norwegian Lobster,Norwegian lobster,Pacific Anchoveta,Pacific Cod,Pacific Herring,Pacific Thread herring,Pacific anchoveta,Pacific bumper,Pacific chub mackerel,Pacific cod,Pacific harvestfish,Pacific jack mackerel,Pacific thread herring,Pangasius Tra,Peruvian moonfish,Pilchard,Pink Salmon,Plaice,Pollack,Pollock,Pouting,Pugnose ponyfish,Purple-Spotted (Bigeye),Rainbow Trout,Rainbow trout,Red Eye,Red Eye Round Herring,Red Gurnard,Red eye round herring,Red mullet,Red snapper,Red-eye Round Herring,Ribbon fish,Roncador,Rosefish,Round herring,Round sardinella,Saithe,Salmon,Sandeel,Sardine,Sardine Japanese,Sardinella,Scallop,Sea bass,Sea bream,Seven-Striped Barb,Shark,Shortfin scad,Shrimp,Skipjack Tuna,Sockeye salmon,Sole,South American Pilchard,South Pacific Hake,Splendid pony fish slimy,Sprat,Stripped Catfish,Sulphur goatfish,Thornback Ray,Thread herring,Trout,Tuna,Turbot,Tusk,Walking Catfish,Whiteleg shrimp,Whiting,Witch,Yellow Tuna,Yellow goatfish,Yellow-Finned Leather Jacket,Yellowfin Sole,Yellowfin Tuna,Yellowfin sole,Yellowtail Fusilier,Yellowtail scad,Yellowtall,fish,krill,mackerel,salmon,shrimp,Alutera monoceros,Amblygaster spp.,Ammodytes marinus,Anchoa nasus,Aphanopus carbo,Atule mate,Auxis brachydorax,Auxis rochei,Auxis spp.,Auxis thazard,Brevoortia patronus,Brosme brosme,Caesio erythrogaster,Calanus finmarchicus,Capros aper,Cetengraulis mysticetus,Chelidonichthys cuculus,Chloroscombrus orqueta,Cirrhinus molitorella,Clarias batrachus,Clupea harengus,Clupea pallasii,Coryphaena hippurus,Ctenopharyngodon idella,Decapterus macrosoma,Decapterus maruadsi,Dicentrarchus labrax,Engraulis encrasicolus,Engraulis mordax,Engraulis ringens,Ethmalosa fimbriata,Etrumeus sadina,Etrumeus teres,Etrumeus whiteheadi,Eubleekeria splendens,Euthynnus affinis,Euthynnus lineatus,Gadiculus thori,Gadus chalcogrammus,Gadus macrocephalus,Gadus morhua,Glyptocephalus cynoglossus,Haemulopsis axillaris,Katsuwonus pelamis,Larimus spp.,Lates calcarifer,Lepidorhombus spp.,Lepidorhombus whiffiagonis,Limanda aspera,Litopenaeus vannamei,Loligo vulgaris,Lophius budegassa,Lophius piscatorius,Lutjanus argentimaculatus,Macruronus novaezelandiae,Maemulpsis axillaris,Mallotus villosus,Melanogrammus aeglefinus,Merlangius merlangus,Merluccius gayi,Merluccius merluccius,Micromesistius poutassou,Microstomus kitt,Molva dypterygia,Molva molva,Mulloidichthys martinicus,Mullus surmuletus,Nemipterus japonicus,Nephrops norvegicus,Oligoplites spp.,Oncorhynchus gorbuscha,Oncorhynchus keta,Oncorhynchus kisutch,Oncorhynchus mykiss,Oncorhynchus nerka,Oncorhynchus spp.,Oncorhynchus tshawytscha,Opisthonema libertate,Opisthonema spp.,Oreochromis niloticus,Pangasius hypophthalmas,Pecten maximus,Penaeus monodon,Penaeus vannamei,Pentaprion longimanus,Peprilus medius,Platichthys flesus,Pleuronectes platessa,Pollachius pollachius,Pollachius virens,Priacanthus tayenus,Probarbus jullieni,Pterocaesio chrysozona,Raja clavata,Rastrelliger kanagurta,Reinhardtius hippoglossoides,Salmo salar,Salmo trutta,Sardina pilchardus,Sardinella aurita,Sardinella fimbriata,Sardinella fimbriate,Sardinella longiceps,Sardinella maderensis,Sardinella spp.,Sardinops sagax,Saurida tumbil,Saurida undosquamis,Scomber colias,Scomber japonicus,Scomber scombrus,Scophthalmus maximus,Scyliorhinus canicula,Sebastes mentella,Sebastes viviparus,Secutor insidiator,Selar crumenophthalmus,Selene peruviana,Seriola quinqueradiata,Solea solea,Sparus aurata,Spondyliosoma cantharus,Sprattus sprattus,Strangomera bentincki,Thunnus alalunga,Thunnus albacares,Thunnus obesus,Thunnus thynnus,Thunnus tonggol,Trachinocephalus myops,Trachinus draco,Trachurus japonicus,Trachurus murphyi,Trachurus symmetricus,Trachurus trachurus,Trichiurus lepturus,Trisopterus esmarkii,Trisopterus luscus,Upeneus sulphureus,Urophycis spp.,Zeus faber,Freshwater bethnopelagic,Freshwater demersal,Large bathydemersals (>=90 cm),Large benthopelagics (>=90 cm),Large demersals (>=90 cm),Large flatfishes (>=90 cm),Large pelagics (>=90 cm),Large reef assoc. fish (>=90 cm),"Lobsters, crabs",Medium bathydemersals (30 - 89 cm),Medium bathypelagics (30 - 89 cm),Medium benthopelagics (30 - 89 cm),Medium demersals (30 - 89 cm),Medium pelagics (30 - 89 cm),Medium reef assoc. fish (30 - 89 cm),Other demersal invertebrates,Shrimps,Small benthopelagics (<30 cm),Small demersals (<30 cm),Small pelagics (<30 cm),Small reef assoc. fish (<30 cm),Small to medium flatfishes (<90 cm),Small to medium rays (<90 cm),Squid
Argentina,4,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,5,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brazil,8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Canada,7,0.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
